image_id,center_lng,center_lat,nadir_lng,nadir_lat,corner1_lng,corner1_lat,corner2_lng,corner2_lat,corner3_lng,corner3_lat,corner4_lng,corner4_lat,altitude,lens_size,frame_width,frame_height,taken_utc,mission_name,orbit_num,image_page,image_link,kml_link,schools
"19803","-76.4644","-48.1558","-76.4644","-48.1558","-76.9276666666667","-47.7024666666667","-76.2912","-48.715","-78.6246","-49.3390666666667","-79.2198666666667","-48.3125333333333","400.638","50","183.620","122.123","2012-01-30 22:43:47","2012 - January Mission","3644","http://images.earthkam.ucsd.edu/main.php?g2_itemId=107403","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=107404","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=19803","Center for Theoretical Physics, Polish Academy of Science, program Hands-On Universe"
"19804","-75.6124","-47.9076","-75.6124","-47.9076","-76.0818","-47.4588","-75.4306","-48.466","-77.7394","-49.1082","-78.3514","-48.0876","400.404","50","183.519","122.061","2012-01-30 22:43:57","2012 - January Mission","3644","http://images.earthkam.ucsd.edu/main.php?g2_itemId=107418","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=107419","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=19804","UCSD"
"19805","-73.5964","-47.2884","-73.5964","-47.2884","-74.0812","-46.8506","-73.3962","-47.8428","-75.6456","-48.529","-76.2942","-47.5226","399.834","50","183.269","121.829","2012-01-30 22:44:21","2012 - January Mission","3644","http://images.earthkam.ucsd.edu/main.php?g2_itemId=107425","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=107426","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=19805","UCSD"
"19806","-72.7710666666667","-47.0197333333333","-72.7710666666667","-47.0197333333333","-73.2618666666667","-46.5859333333333","-72.5635333333333","-47.5721333333333","-74.7876","-48.2756666666667","-75.4515333333333","-47.2746","399.593","50","183.148","121.806","2012-01-30 22:44:31","2012 - January Mission","3644","http://images.earthkam.ucsd.edu/main.php?g2_itemId=107432","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=107433","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=19806","Bay Haven Charter Academy Middle School,UCSD"
"19807","-71.1484","-46.4604","-71.1484","-46.4604","-71.6488","-46.0358","-70.9272","-47.01","-73.1008","-47.7478","-73.7916","-46.7586","399.106","50","182.990","121.653","2012-01-30 22:44:51","2012 - January Mission","3644","http://images.earthkam.ucsd.edu/main.php?g2_itemId=107439","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=107440","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=19807","UCSD"
"19808","-70.0328","-46.0545333333333","-70.0328","-46.0545333333333","-70.5397333333333","-45.6363333333333","-69.8017333333333","-46.6021333333333","-71.9405333333333","-47.3623333333333","-72.6489333333333","-46.3815333333333","398.761","50","182.844","121.577","2012-01-30 22:45:05","2012 - January Mission","3644","http://images.earthkam.ucsd.edu/main.php?g2_itemId=107446","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=107447","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=19808","Bay Haven Charter Academy Middle School"
"19809","-69.0896","-45.6977333333333","-69.0896","-45.6977333333333","-69.6021333333333","-45.2843333333333","-68.8521333333333","-46.2429333333333","-70.9597333333333","-47.0223333333333","-71.6825333333333","-46.0487333333333","398.463","50","182.702","121.496","2012-01-30 22:45:17","2012 - January Mission","3644","http://images.earthkam.ucsd.edu/main.php?g2_itemId=107453","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=107454","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=19809","UCSD"
"19810","-67.3204666666667","-44.9877333333333","-67.3204666666667","-44.9877333333333","-67.8422666666667","-44.5845333333333","-67.0692666666667","-45.5283333333333","-69.119","-46.3426","-69.8674666666667","-45.3838","397.886","50","182.464","121.295","2012-01-30 22:45:40","2012 - January Mission","3644","http://images.earthkam.ucsd.edu/main.php?g2_itemId=107460","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=107461","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=19810","UCSD"
"19811","-66.3396666666667","-44.5743333333333","-66.3396666666667","-44.5743333333333","-66.8663333333333","-44.1766666666667","-66.0813333333333","-45.1123333333333","-68.0986666666667","-45.9456666666667","-68.8603333333333","-44.9946666666667","397.556","50","182.324","121.224","2012-01-30 22:45:53","2012 - January Mission","3644","http://images.earthkam.ucsd.edu/main.php?g2_itemId=107467","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=107468","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=19811","UCSD"
"19812","113.5316","38.3705333333333","113.5316","38.3705333333333","113.890266666667","38.8718","112.988666666667","38.0143333333333","111.324666666667","39.0632666666667","112.218266666667","39.9348","405.440","50","185.949","123.543","2012-01-30 23:34:48","2012 - January Mission","3645","http://images.earthkam.ucsd.edu/main.php?g2_itemId=107474","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=107475","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=19812","Bay Haven Charter Academy Middle School"
