image_id,center_lng,center_lat,nadir_lng,nadir_lat,corner1_lng,corner1_lat,corner2_lng,corner2_lat,corner3_lng,corner3_lat,corner4_lng,corner4_lat,altitude,lens_size,frame_width,frame_height,taken_utc,mission_name,orbit_num,image_page,image_link,kml_link,schools
"16974","-79.5502","36.3662","-79.5502","36.3662","-80.126","36.664","-79.2646","35.8836","-80.6936","34.8294","-81.558","35.5978","381.315","50","174.824","116.103","2011-10-31 17:54:32","2011 - November Mission","2222","http://images.earthkam.ucsd.edu/main.php?g2_itemId=86408","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=86409","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=16974","Forsyth Coutry Day School"
"16975","-74.815","39.521","-74.815","39.521","-75.392","39.849","-74.548","39.027","-76.118","38.037","-76.968","38.845","382.866","50","175.489","116.533","2011-10-31 17:55:50","2011 - November Mission","2222","http://images.earthkam.ucsd.edu/main.php?g2_itemId=86416","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=86417","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=16975","Holland Middle School"
"16976","-148.581733333333","-18.0013333333333","-148.581733333333","-18.0013333333333","-149.112266666667","-17.8052666666667","-148.2462","-18.4518666666667","-149.272066666667","-19.6998","-150.141133333333","-19.0476666666667","381.506","50","175.702","116.436","2011-10-31 19:08:27","2011 - November Mission","2223","http://images.earthkam.ucsd.edu/main.php?g2_itemId=86520","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=86521","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=16976","UCSD"
"16977","-146.546933333333","-15.4544","-146.546933333333","-15.4544","-147.074066666667","-15.267","-146.2138","-15.9014","-147.206","-17.1581333333333","-148.068266666667","-16.5187333333333","380.358","50","175.202","116.065","2011-10-31 19:09:18","2011 - November Mission","2223","http://images.earthkam.ucsd.edu/main.php?g2_itemId=86492","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=86493","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=16977","UCSD"
"16978","-146.154933333333","-14.9518666666667","-146.154933333333","-14.9518666666667","-146.6814","-14.7664666666667","-145.821933333333","-15.3983333333333","-146.808133333333","-16.6564","-147.6696","-16.0195333333333","380.144","50","175.092","116.008","2011-10-31 19:09:28","2011 - November Mission","2223","http://images.earthkam.ucsd.edu/main.php?g2_itemId=86499","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=86500","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=16978","UCSD"
"16979","-145.4154","-13.9952","-145.4154","-13.9952","-145.9398","-13.8128","-145.0824","-14.4412","-146.058","-15.701","-146.9174","-15.0684","379.747","50","174.885","115.904","2011-10-31 19:09:47","2011 - November Mission","2223","http://images.earthkam.ucsd.edu/main.php?g2_itemId=86527","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=86528","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=16979","UCSD"
"16980","-140.617","-7.5362","-140.617","-7.5362","-141.135","-7.36746666666667","-140.289266666667","-7.97593333333333","-141.210933333333","-9.2472","-142.057933333333","-8.63673333333333","377.465","50","173.920","115.168","2011-10-31 19:11:54","2011 - November Mission","2223","http://images.earthkam.ucsd.edu/main.php?g2_itemId=87459","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=87460","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=16980","UCSD"
"16981","-113.627333333333","27.2726666666667","-113.627333333333","27.2726666666667","-114.183333333333","27.505","-113.316","26.8143333333333","-114.468333333333","25.6453333333333","-115.332666666667","26.328","377.816","50","173.523","115.080","2011-10-31 19:23:25","2011 - November Mission","2223","http://images.earthkam.ucsd.edu/main.php?g2_itemId=86506","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=86507","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=16981","UCSD"
"16982","-112.5832","28.302","-112.5832","28.302","-113.1428","28.5402","-112.274","27.8414","-113.4498","26.6812","-114.3164","27.372","378.144","50","173.651","115.230","2011-10-31 19:23:47","2011 - November Mission","2223","http://images.earthkam.ucsd.edu/main.php?g2_itemId=86534","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=86535","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=16982","UCSD"
"16983","-111.714","29.137","-111.714","29.137","-112.275","29.38","-111.406","28.674","-112.602","27.522","-113.47","28.219","378.423","50","173.774","115.299","2011-10-31 19:24:05","2011 - November Mission","2223","http://images.earthkam.ucsd.edu/main.php?g2_itemId=86478","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=86479","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=16983","UCSD"
