image_id,center_lng,center_lat,nadir_lng,nadir_lat,corner1_lng,corner1_lat,corner2_lng,corner2_lat,corner3_lng,corner3_lat,corner4_lng,corner4_lat,altitude,lens_size,frame_width,frame_height,taken_utc,mission_name,orbit_num,image_page,image_link,kml_link,schools
"27988","-77.844","-51.2979333333333","-77.844","-51.2979333333333","-76.3418","-50.8626","-76.5911333333333","-52.0088666666667","-79.3753333333333","-51.7373333333333","-79.0569333333333","-50.598","422.523","50","193.420","128.622","2013-01-28 19:18:04","2013 - January Mission","1305","http://images.earthkam.ucsd.edu/main.php?g2_itemId=142389","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=142390","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=27988","UCSD"
"27989","-75.4866666666667","-51.4996666666667","-75.4866666666667","-51.4996666666667","-74.0043333333333","-51.031","-74.1896666666667","-52.1836666666667","-77.0013333333333","-51.972","-76.7446666666667","-50.8253333333333","422.788","50","193.487","128.774","2013-01-28 19:18:28","2013 - January Mission","1305","http://images.earthkam.ucsd.edu/main.php?g2_itemId=142404","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=142405","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=27989","UCSD"
"27990","-74.202","-51.5876","-74.202","-51.5876","-72.7314666666667","-51.1014666666667","-72.8816","-52.2565333333333","-75.7060666666667","-52.0783333333333","-75.4834","-50.9287333333333","422.925","50","193.546","128.805","2013-01-28 19:18:41","2013 - January Mission","1305","http://images.earthkam.ucsd.edu/main.php?g2_itemId=142411","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=142412","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=27990","UCSD"
"27991","-73.0123333333333","-51.6556666666667","-73.0123333333333","-51.6556666666667","-71.5533333333333","-51.1536666666667","-71.6706666666667","-52.3103333333333","-74.5053333333333","-52.1633333333333","-74.3146666666667","-51.0113333333333","423.048","50","193.615","128.820","2013-01-28 19:18:53","2013 - January Mission","1305","http://images.earthkam.ucsd.edu/main.php?g2_itemId=142418","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=142419","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=27991","UCSD"
"27992","-70.2244","-51.7644","-70.2244","-51.7644","-68.797","-51.2246","-68.8368","-52.3836","-71.688","-52.3104","-71.5732","-51.1532","423.317","50","193.730","128.911","2013-01-28 19:19:21","2013 - January Mission","1305","http://images.earthkam.ucsd.edu/main.php?g2_itemId=142425","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=142426","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=27992","UCSD"
"27993","-69.2257333333333","-51.7857333333333","-69.2257333333333","-51.7857333333333","-67.8103333333333","-51.2332666666667","-67.8228","-52.3922666666667","-70.678","-52.3450666666667","-70.5905333333333","-51.1872","423.407","50","193.816","128.884","2013-01-28 19:19:31","2013 - January Mission","1305","http://images.earthkam.ucsd.edu/main.php?g2_itemId=142432","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=142433","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=27993","UCSD"
"27994","-68.2265333333333","-51.7964","-68.2265333333333","-51.7964","-66.8242","-51.2307333333333","-66.8088","-52.3902666666667","-69.6658666666667","-52.3690666666667","-69.6062666666667","-51.21","423.494","50","193.843","128.943","2013-01-28 19:19:41","2013 - January Mission","1305","http://images.earthkam.ucsd.edu/main.php?g2_itemId=142439","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=142440","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=27994","UCSD"
"27995","-61.8422","-51.6562","-61.8422","-51.6562","-60.5372","-51.0098","-60.3462","-52.1642","-63.187","-52.3114","-63.3048","-51.1524","423.983","50","194.044","129.085","2013-01-28 19:20:45","2013 - January Mission","1305","http://images.earthkam.ucsd.edu/main.php?g2_itemId=142446","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=142447","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=27995","UCSD"
"27996","-59.6648666666667","-51.5204","-59.6648666666667","-51.5204","-58.3980666666667","-50.8476","-58.1474","-51.9988","-60.9716666666667","-52.2029333333333","-61.1496","-51.0467333333333","424.122","50","194.123","129.165","2013-01-28 19:21:07","2013 - January Mission","1305","http://images.earthkam.ucsd.edu/main.php?g2_itemId=142453","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=142454","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=27996","UCSD"
"27997","-58.581","-51.439","-58.581","-51.439","-57.334","-50.753","-57.054","-51.902","-59.868","-52.134","-60.076","-50.98","424.187","50","194.169","129.179","2013-01-28 19:21:18","2013 - January Mission","1305","http://images.earthkam.ucsd.edu/main.php?g2_itemId=142460","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=142461","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=27997","UCSD"
