image_id,center_lng,center_lat,nadir_lng,nadir_lat,corner1_lng,corner1_lat,corner2_lng,corner2_lat,corner3_lng,corner3_lat,corner4_lng,corner4_lat,altitude,lens_size,frame_width,frame_height,taken_utc,mission_name,orbit_num,image_page,image_link,kml_link,schools
"24823","-121.2468","46.184","-121.2468","46.184","-119.7238","46.2914","-120.5292","45.2626","-122.7636","46.0806","-121.9904","47.1254","427.868","50","196.053","130.333","2012-11-12 19:47:21","2012 - November Mission","109","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131766","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131767","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24823","Gimnazjum nr 3"
"24824","-94.0161333333333","29.1255333333333","-94.0161333333333","29.1255333333333","-92.8584666666667","28.8834666666667","-93.8264666666667","28.1014","-95.1798","29.3783333333333","-94.2098","30.1715333333333","421.863","50","193.876","128.559","2012-11-12 19:54:41","2012 - November Mission","109","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131774","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131775","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24824","Gimnazjum nr 3"
"24825","-93.4888666666667","28.6224666666667","-93.4888666666667","28.6224666666667","-92.3385333333333","28.3745333333333","-93.3065333333333","27.5976","-94.6452","28.8796666666667","-93.6752","29.6684666666667","421.694","50","193.791","128.535","2012-11-12 19:54:52","2012 - November Mission","109","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131781","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131782","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24825","Gimnazjum nr 3"
"24826","-85.9106666666667","20.5193333333333","-85.9106666666667","20.5193333333333","-84.8575333333333","20.207","-85.8112666666667","19.4890666666667","-86.9678","20.8414","-86.0103333333333","21.5670666666667","419.155","50","192.869","127.839","2012-11-12 19:57:43","2012 - November Mission","109","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131788","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131789","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24826","Gimnazjum nr 3"
"24827","-81.7018","15.3508","-81.7018","15.3508","-80.6911333333333","15.011","-81.6348666666667","14.3188","-82.7154666666667","15.6976","-81.769","16.3948","417.766","50","192.305","127.417","2012-11-12 19:59:28","2012 - November Mission","109","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131795","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131796","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24827","UCSD"
"24828","-76.5346","8.468","-76.5346","8.468","-75.5604","8.1062","-76.493","7.4354","-77.5104","8.8348","-76.5758","9.508","416.265","50","191.702","126.983","2012-11-12 20:01:45","2012 - November Mission","109","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131802","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131803","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24828","UCSD"
"24829","-73.0071333333333","3.53886666666667","-73.0071333333333","3.53886666666667","-72.0458666666667","3.169","-72.974","2.50586666666667","-73.9692666666667","3.91173333333333","-73.0402666666667","4.57586666666667","415.465","50","191.427","126.744","2012-11-12 20:03:22","2012 - November Mission","109","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131809","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131810","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24829","UCSD"
"24830","-69.5562666666667","-1.357","-69.5562666666667","-1.357","-68.5972666666667","-1.729","-69.5242666666667","-2.39026666666667","-70.5142666666667","-0.985","-69.5872666666667","-0.324","414.912","50","191.109","126.577","2012-11-12 20:04:58","2012 - November Mission","109","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131816","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131817","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24830","UCSD"
"24831","-63.5554666666667","-9.74486666666667","-63.5554666666667","-9.74486666666667","-62.5786666666667","-10.1066","-63.5109333333333","-10.7801333333333","-64.5302666666667","-9.38766666666667","-63.601","-8.71713333333333","414.538","50","190.884","126.439","2012-11-12 20:07:43","2012 - November Mission","109","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131823","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131824","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24831","UCSD"
"24832","-52.8076666666667","-23.1516666666667","-52.8076666666667","-23.1516666666667","-51.734","-23.453","-52.6863333333333","-24.1876666666667","-53.8753333333333","-22.8603333333333","-52.927","-22.133","415.353","50","191.019","126.669","2012-11-12 20:12:14","2012 - November Mission","109","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131830","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131831","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24832","UCSD"
"24833","-50.1068","-26.05","-50.1068","-26.05","-48.9996","-26.3282","-49.955","-27.0846","-51.2078","-25.7814","-50.2554","-25.0344","415.726","50","191.168","126.748","2012-11-12 20:13:15","2012 - November Mission","109","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131837","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131838","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24833","UCSD"
"24834","-174.3244","51.7295333333333","-174.3244","51.7295333333333","-172.826866666667","52.2682","-172.973066666667","51.0954666666667","-175.785933333333","51.1958666666667","-175.715733333333","52.3716","429.546","50","196.599","130.808","2012-11-12 21:14:43","2012 - November Mission","110","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131844","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131845","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24834","UCSD"
"24835","-70.2493333333333","-29.4346666666667","-70.2493333333333","-29.4346666666667","-69.096","-29.6803333333333","-70.0533333333333","-30.4663333333333","-71.396","-29.1993333333333","-70.4406666666667","-28.4243333333333","416.374","50","191.322","126.913","2012-11-12 21:47:14","2012 - November Mission","110","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131851","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131852","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24835","UCSD"
"24836","-68.9708666666667","-30.6129333333333","-68.9708666666667","-30.6129333333333","-67.8001333333333","-30.8463333333333","-68.7571333333333","-31.6438","-70.1355333333333","-30.3914","-69.1795333333333","-29.605","416.566","50","191.391","127.007","2012-11-12 21:47:40","2012 - November Mission","110","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131858","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131859","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24836","UCSD"
"24837","-67.2463333333333","-32.1306666666667","-67.2463333333333","-32.1306666666667","-66.0506666666667","-32.345","-67.0063333333333","-33.1573333333333","-68.435","-31.9266666666667","-67.48","-31.1263333333333","416.826","50","191.430","127.002","2012-11-12 21:48:14","2012 - November Mission","110","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131865","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131866","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24837","UCSD"
"24839","-66.0978","-33.0976","-66.0978","-33.0976","-64.8868","-33.2994","-65.8402","-34.1228","-67.3034","-32.906","-66.3492","-32.0954","416.997","50","191.512","127.065","2012-11-12 21:48:36","2012 - November Mission","110","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131872","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131873","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24839","UCSD"
"24840","-64.7591333333333","-34.1805333333333","-64.7591333333333","-34.1805333333333","-63.5285333333333","-34.3663333333333","-64.4796","-35.2026","-65.9842666666667","-34.0042","-65.0322","-33.1814666666667","417.193","50","191.563","127.153","2012-11-12 21:49:01","2012 - November Mission","110","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131879","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131880","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24840","UCSD"
"24841","-60.398","-37.4014","-60.398","-37.4014","-59.1052","-37.5348","-60.0408","-38.4112","-61.6862","-37.2766","-60.7456","-36.4148","417.803","50","191.744","127.299","2012-11-12 21:50:18","2012 - November Mission","110","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131886","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131887","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24841","UCSD"
"24842","-58.1637333333333","-38.88","-58.1637333333333","-38.88","-56.8399333333333","-38.9852","-57.7625333333333","-39.8828","-59.4826666666667","-38.7838","-58.552","-37.9012666666667","418.093","50","191.800","127.391","2012-11-12 21:50:55","2012 - November Mission","110","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131893","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131894","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24842","UCSD"
"24843","-57.3542666666667","-39.387","-57.3542666666667","-39.387","-56.0200666666667","-39.4818","-56.9374666666667","-40.3872","-58.6853333333333","-39.3012","-57.759","-38.4117333333333","418.193","50","191.855","127.414","2012-11-12 21:51:08","2012 - November Mission","110","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131900","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131901","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24843","UCSD"
"24844","142.3398","50.609","142.3398","50.609","143.496733333333","51.3930666666667","143.895133333333","50.2454","141.220866666667","49.8380666666667","140.7586","50.9746666666667","428.891","50","196.342","130.604","2012-11-12 22:44:07","2012 - November Mission","111","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131907","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131908","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24844","UCSD"
"24845","158.9152","51.7948","158.9152","51.7948","160.3742","52.3778","160.3168","51.2012","157.4952","51.2188","157.4756","52.3958","429.611","50","196.631","130.887","2012-11-12 22:46:56","2012 - November Mission","111","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131914","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131915","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24845","UCSD"
"24846","-72.6272","-43.832","-72.6272","-43.832","-71.192","-43.813","-72.0312","-44.7918","-74.0636","-43.8572","-73.204","-42.8944","419.084","50","192.131","127.658","2012-11-12 23:25:56","2012 - November Mission","111","http://images.earthkam.ucsd.edu/main.php?g2_itemId=131921","http://images.earthkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=131922","https://earthkam.ucsd.edu/misc/kml/kml_generator.php?ccfcommand_id=24846","UCSD"
